    0    0    1.127483985998813E+00    0.000000000000000E+00
    1    0    0.000000000000000E+00    0.000000000000000E+00
    1    1    0.000000000000000E+00    0.000000000000000E+00
    2    0    6.165520401788543E-02    0.000000000000000E+00
    2    1    0.000000000000000E+00    0.000000000000000E+00
    2    2    0.000000000000000E+00    0.000000000000000E+00
    3    0    0.000000000000000E+00    0.000000000000000E+00
    3    1    0.000000000000000E+00    0.000000000000000E+00
    3    2    0.000000000000000E+00    0.000000000000000E+00
    3    3    0.000000000000000E+00    0.000000000000000E+00
    4    0   -6.069746076073939E-03    0.000000000000000E+00
    4    1    0.000000000000000E+00    0.000000000000000E+00
    4    2    0.000000000000000E+00    0.000000000000000E+00
    4    3    0.000000000000000E+00    0.000000000000000E+00
    4    4   -1.366037767234713E-02    0.000000000000000E+00
    5    0    0.000000000000000E+00    0.000000000000000E+00
    5    1    0.000000000000000E+00    0.000000000000000E+00
    5    2    0.000000000000000E+00    0.000000000000000E+00
    5    3    0.000000000000000E+00    0.000000000000000E+00
    5    4    0.000000000000000E+00    0.000000000000000E+00
    5    5    0.000000000000000E+00    0.000000000000000E+00
    6    0    1.973318252751883E-04    0.000000000000000E+00
    6    1    0.000000000000000E+00    0.000000000000000E+00
    6    2    0.000000000000000E+00    0.000000000000000E+00
    6    3    0.000000000000000E+00    0.000000000000000E+00
    6    4   -3.414404709283945E-03    0.000000000000000E+00
    6    5    0.000000000000000E+00    0.000000000000000E+00
    6    6    0.000000000000000E+00    0.000000000000000E+00
    7    0    0.000000000000000E+00    0.000000000000000E+00
    7    1    0.000000000000000E+00    0.000000000000000E+00
    7    2    0.000000000000000E+00    0.000000000000000E+00
    7    3    0.000000000000000E+00    0.000000000000000E+00
    7    4    0.000000000000000E+00    0.000000000000000E+00
    7    5    0.000000000000000E+00    0.000000000000000E+00
    7    6    0.000000000000000E+00    0.000000000000000E+00
    7    7    0.000000000000000E+00    0.000000000000000E+00
    8    0    3.528921321262670E-04    0.000000000000000E+00
    8    1    0.000000000000000E+00    0.000000000000000E+00
    8    2    0.000000000000000E+00    0.000000000000000E+00
    8    3    0.000000000000000E+00    0.000000000000000E+00
    8    4    8.210276174652260E-04    0.000000000000000E+00
    8    5    0.000000000000000E+00    0.000000000000000E+00
    8    6    0.000000000000000E+00    0.000000000000000E+00
    8    7    0.000000000000000E+00    0.000000000000000E+00
    8    8    1.776427374703792E-03    0.000000000000000E+00
    9    0    0.000000000000000E+00    0.000000000000000E+00
    9    1    0.000000000000000E+00    0.000000000000000E+00
    9    2    0.000000000000000E+00    0.000000000000000E+00
    9    3    0.000000000000000E+00    0.000000000000000E+00
    9    4    0.000000000000000E+00    0.000000000000000E+00
    9    5    0.000000000000000E+00    0.000000000000000E+00
    9    6    0.000000000000000E+00    0.000000000000000E+00
    9    7    0.000000000000000E+00    0.000000000000000E+00
    9    8    0.000000000000000E+00    0.000000000000000E+00
    9    9    0.000000000000000E+00    0.000000000000000E+00
   10    0   -1.786908132527351E-04    0.000000000000000E+00
   10    1    0.000000000000000E+00    0.000000000000000E+00
   10    2    0.000000000000000E+00    0.000000000000000E+00
   10    3    0.000000000000000E+00    0.000000000000000E+00
   10    4    2.691597043096804E-04    0.000000000000000E+00
   10    5    0.000000000000000E+00    0.000000000000000E+00
   10    6    0.000000000000000E+00    0.000000000000000E+00
   10    7    0.000000000000000E+00    0.000000000000000E+00
   10    8    9.327301005115131E-04    0.000000000000000E+00
   10    9    0.000000000000000E+00    0.000000000000000E+00
   10   10    0.000000000000000E+00    0.000000000000000E+00
   11    0    0.000000000000000E+00    0.000000000000000E+00
   11    1    0.000000000000000E+00    0.000000000000000E+00
   11    2    0.000000000000000E+00    0.000000000000000E+00
   11    3    0.000000000000000E+00    0.000000000000000E+00
   11    4    0.000000000000000E+00    0.000000000000000E+00
   11    5    0.000000000000000E+00    0.000000000000000E+00
   11    6    0.000000000000000E+00    0.000000000000000E+00
   11    7    0.000000000000000E+00    0.000000000000000E+00
   11    8    0.000000000000000E+00    0.000000000000000E+00
   11    9    0.000000000000000E+00    0.000000000000000E+00
   11   10    0.000000000000000E+00    0.000000000000000E+00
   11   11    0.000000000000000E+00    0.000000000000000E+00
   12    0    6.508964229398665E-05    0.000000000000000E+00
   12    1    0.000000000000000E+00    0.000000000000000E+00
   12    2    0.000000000000000E+00    0.000000000000000E+00
   12    3    0.000000000000000E+00    0.000000000000000E+00
   12    4   -2.441412048274419E-04    0.000000000000000E+00
   12    5    0.000000000000000E+00    0.000000000000000E+00
   12    6    0.000000000000000E+00    0.000000000000000E+00
   12    7    0.000000000000000E+00    0.000000000000000E+00
   12    8   -3.930113837450776E-05    0.000000000000000E+00
   12    9    0.000000000000000E+00    0.000000000000000E+00
   12   10    0.000000000000000E+00    0.000000000000000E+00
   12   11    0.000000000000000E+00    0.000000000000000E+00
   12   12   -4.069294689694498E-04    0.000000000000000E+00
