    0    0    1.331682998717521E+00    0.000000000000000E+00
    1    0    0.000000000000000E+00    0.000000000000000E+00
    1    1    0.000000000000000E+00    0.000000000000000E+00
    2    0   -8.131543511871320E-02    0.000000000000000E+00
    2    1    0.000000000000000E+00    0.000000000000000E+00
    2    2    0.000000000000000E+00    0.000000000000000E+00
    3    0    0.000000000000000E+00    0.000000000000000E+00
    3    1    0.000000000000000E+00    0.000000000000000E+00
    3    2    0.000000000000000E+00    0.000000000000000E+00
    3    3    0.000000000000000E+00    0.000000000000000E+00
    4    0   -1.734942451623555E-02    0.000000000000000E+00
    4    1    0.000000000000000E+00    0.000000000000000E+00
    4    2    0.000000000000000E+00    0.000000000000000E+00
    4    3    0.000000000000000E+00    0.000000000000000E+00
    4    4   -5.390028954559478E-03    0.000000000000000E+00
    5    0    0.000000000000000E+00    0.000000000000000E+00
    5    1    0.000000000000000E+00    0.000000000000000E+00
    5    2    0.000000000000000E+00    0.000000000000000E+00
    5    3    0.000000000000000E+00    0.000000000000000E+00
    5    4    0.000000000000000E+00    0.000000000000000E+00
    5    5    0.000000000000000E+00    0.000000000000000E+00
    6    0    3.174451094475201E-03    0.000000000000000E+00
    6    1    0.000000000000000E+00    0.000000000000000E+00
    6    2    0.000000000000000E+00    0.000000000000000E+00
    6    3    0.000000000000000E+00    0.000000000000000E+00
    6    4   -2.926746829242809E-03    0.000000000000000E+00
    6    5    0.000000000000000E+00    0.000000000000000E+00
    6    6    0.000000000000000E+00    0.000000000000000E+00
    7    0    0.000000000000000E+00    0.000000000000000E+00
    7    1    0.000000000000000E+00    0.000000000000000E+00
    7    2    0.000000000000000E+00    0.000000000000000E+00
    7    3    0.000000000000000E+00    0.000000000000000E+00
    7    4    0.000000000000000E+00    0.000000000000000E+00
    7    5    0.000000000000000E+00    0.000000000000000E+00
    7    6    0.000000000000000E+00    0.000000000000000E+00
    7    7    0.000000000000000E+00    0.000000000000000E+00
    8    0    2.515730129945852E-03    0.000000000000000E+00
    8    1    0.000000000000000E+00    0.000000000000000E+00
    8    2    0.000000000000000E+00    0.000000000000000E+00
    8    3    0.000000000000000E+00    0.000000000000000E+00
    8    4    2.268684835549819E-05    0.000000000000000E+00
    8    5    0.000000000000000E+00    0.000000000000000E+00
    8    6    0.000000000000000E+00    0.000000000000000E+00
    8    7    0.000000000000000E+00    0.000000000000000E+00
    8    8    3.320401742576669E-04    0.000000000000000E+00
    9    0    0.000000000000000E+00    0.000000000000000E+00
    9    1    0.000000000000000E+00    0.000000000000000E+00
    9    2    0.000000000000000E+00    0.000000000000000E+00
    9    3    0.000000000000000E+00    0.000000000000000E+00
    9    4    0.000000000000000E+00    0.000000000000000E+00
    9    5    0.000000000000000E+00    0.000000000000000E+00
    9    6    0.000000000000000E+00    0.000000000000000E+00
    9    7    0.000000000000000E+00    0.000000000000000E+00
    9    8    0.000000000000000E+00    0.000000000000000E+00
    9    9    0.000000000000000E+00    0.000000000000000E+00
